catolicidad,k a t o l i s i ˈ ð a ð
catolicidad,k a t o l i θ i ˈ ð a ð
catolicismo,k a t o l i ˈ s i s m o
catolicismo,k a t o l i ˈ θ i s m o
catolizando,ˈ a n̪ d o
catolizaremos,k a t o l i s a ˈ ɾ e m o s
catolizaremos,k a t o l i θ a ˈ ɾ e m o s
catorce,k a ˈ t o ɾ s e
catorce,k a ˈ t o ɾ θ e
catre,ˈ k a t ɾ e
catrera,k a ˈ t ɾ e ɾ a
catuto,k a ˈ t u t o
catádromo,k a ˈ t a d ɾ o m o
catáfora,k a ˈ t a f o ɾ a
catálogos,k a ˈ t a l o ɣ o s
catástrofes,k a ˈ t a s t ɾ o f e s
catódico,k a ˈ t o ð i k o
católico,k a ˈ t o l i k o
cauca,ˈ k a w k a
caucana,k a w ˈ k a n a
caucanas,k a w ˈ k a n a s
caucano,k a w ˈ k a n o
caucanos,k a w ˈ k a n o s
cauce,ˈ k a w θ e
cauceo,k a w ˈ s e o
cauchal,k a w ˈ t ʃ a l
caucho,ˈ k a w t ʃ o
caución,k a w ˈ s j o n
caución,k a w ˈ θ j o n
caudal,k a w ˈ ð a l
caulículo,k w a ˈ l i k u l o
cauque,ˈ k a w k e
causal,k a w ˈ s a l
causales,k a w ˈ s a l e s
causalidad,k a w s a l i ˈ ð a ð
causando,ˈ a n̪ d o
causar,k a w ˈ s a ɾ
causeando,ˈ a n̪ d o
causear,k a w s e ˈ a ɾ
causeo,k a w ˈ s e o
causticando,ˈ a n̪ d o
causticásemos,k a w s t i ˈ k a s e m o s
causásemos,k a w ˈ s a s e m o s
cauta,ˈ k a w t a
cautas,ˈ k a w t a s
cautela,k a w ˈ t e l a
cautelosa,k a w t e ˈ l o s a
cautelosas,k a w t e ˈ l o s a s
cauteloso,k a w t e ˈ l o s o
cautelosos,k a w t e ˈ l o s o s
cautelosísima,k a w t e l o ˈ s i s i m a
cautelosísimas,k a w t e l o ˈ s i s i m a s
cautelosísimo,k a w t e l o ˈ s i s i m o
cautelosísimos,k a w t e l o ˈ s i s i m o s
cautivar,k a w t i ˈ β a ɾ
cautividad,k a w t i β i ˈ ð a ð
cauto,ˈ k a w t o
cautos,ˈ k a w t o s
cavando,ˈ a n̪ d o
cavar,k a ˈ β a ɾ
caverna,k a ˈ β e ɾ n a
cavernas,k a ˈ β e ɾ n a s
cavernícola,k a β e ɾ ˈ n i k o l a
cavero,k a ˈ β e ɾ o
cavial,k a ˈ β j a l
caviar,k a ˈ β j a ɾ
cavicornio,k a β i ˈ k o r n j o
cavidad,k a β i ˈ ð a ð
cavilaciones,k a β i l a ˈ s j o n e s
cavilaciones,k a β i l a ˈ θ j o n e s
cavilación,k a β i l a ˈ s j o n
cavilación,k a β i l a ˈ θ j o n
cavilando,k a β i ˈ l a n̪ d o
cavilar,k a β i ˈ l a ɾ
cavilos,k a ˈ β i l o s
cavilosamente,k a β i ˈ l o s a ˈ m e n̪ t e
cavilosidad,k a β i l o s i ˈ ð a ð
cavilosidades,k a β i l o s i ˈ ð a ð e s
cavilosísima,k a β i l o ˈ s i s i m a
cavilosísimas,k a β i l o ˈ s i s i m a s
cavilosísimo,k a β i l o ˈ s i s i m o
cavilosísimos,k a β i l o ˈ s i s i m o s
cavitación,k a β i t a ˈ θ j o n
cavitando,ˈ a n̪ d o
cavitar,k a β i ˈ t a ɾ
cavos,ˈ k a β o s
cayendo,k a ˈ ʝ e n̪ d o
cayo,ˈ k a ʝ o
cayos,ˈ k a ʝ o
cayote,k a ˈ ʝ o t e
cayuco,k a ˈ ʝ u k o
cayéndose,k a ˈ ʝ e n̪ d o s e
cayó,k a ˈ ʝ o
caz,ˈ k a θ
cazabe,k a ˈ s a β e
cazabe,k a ˈ θ a β e
cazable,k a ˈ s θ a β l e
cazable,k a ˈ θ a β l e
cazada,k a ˈ s a ð a
cazada,k a ˈ θ a ð a
cazadero,k a s a ˈ ð e ɾ o
cazadero,k a θ a ˈ ð e ɾ o
cazador,k a s a ˈ ð o ɾ
cazador,k a θ a ˈ ð o ɾ
cazadora,k a s a ˈ ð o ɾ a
cazadora,k a θ a ˈ ð o ɾ a
cazando,ˈ a n̪ d o
cazas,ˈ k a s a s
cazas,ˈ k a θ a s
cazcarria,k a s ˈ k a r j a
cazcarria,k a θ ˈ k a r j a
cazcarrias,k a s ˈ k a r j a s
cazcarrias,k a θ ˈ k a r j a s
cazcarrienta,k a s k a ˈ r j e n̪ t a
cazcarrienta,k a θ k a ˈ r i e n̪ t a
cazcarrientas,k a s k a ˈ r j e n̪ t a s
cazcarrientas,k a θ k a ˈ r i e n̪ t a s
cazcarriento,k a s k a ˈ r j e n̪ t o
cazcarriento,k a θ k a ˈ r i e n̪ t o
cazcarrientos,k a s k a ˈ r j e n̪ t o s
cazcarrientos,k a θ k a ˈ r i e n̪ t o s
cazo,ˈ k a θ o
cazorla,k a ˈ s o ɾ l a
cazuelas,k a ˈ s w e l a s
cazuelas,k a ˈ θ w e l a s
caá,k a ˈ a
caíd,k a ˈ i d
caída,k a ˈ i ð a
caíste,k a ˈ i s t e
caña,ˈ k a ɲ a
cañamazo,k a ɲ a ˈ m a s o
cañamazo,k a ɲ a ˈ m a θ o
cañamón,k a ɲ a ˈ m o n
cañas,ˈ k a ɲ a s
cañaveral,k a ɲ a β e ˈ ɾ a l
cañiza,k a ˈ ɲ i θ a
cañonazo,k a ɲ o ˈ n a s o
cañonazo,k a ɲ o ˈ n a θ o
cañones,k a ˈ ɲ o n e s
cañuela,k a ˈ ɲ w e l a
cañí,k a ˈ ɲ i
cañón,k a ˈ ɲ o n
caú,k a ˈ u
cebada,θ e ˈ β a ð a
cebador,s e β a ˈ ð o ɾ
cebador,θ e β a ˈ ð o ɾ
cebando,ˈ a n̪ d o
cebar,s e ˈ β a ɾ
cebar,θ e ˈ β a ɾ
cebarse,s e ˈ β a ɾ s e
cebarse,θ e ˈ β a ɾ s e
cebolla,θ e ˈ β o ʎ a
cebollas,θ e ˈ β o ʎ a s
cebolleta,s e β o ˈ ʝ e t a
cebolleta,θ e β o ˈ ʎ e t a
cebra,ˈ s e β ɾ a
cebra,ˈ θ e β ɾ a
cebrado,s e ˈ β ɾ a ð o
cebras,ˈ s e β ɾ a s
cebras,ˈ θ e β ɾ a s
cebruno,s e ˈ β ɾ u n o
cebuano,θ e β u ˈ a n o
cebú,θ e ˈ β u
ceceando,ˈ a n̪ d o
cecear,s e s e ˈ a ɾ
cecear,θ e θ e ˈ a ɾ
ceceo,s e ˈ s e o
ceceo,θ e ˈ θ e o
cecina,θ e ˈ θ i n a
cedazo,s e ˈ ð a s o
cedazo,θ e ˈ ð a θ o
cedente,s e ˈ ð e n̪ t e
cedente,θ e ˈ ð e n̪ t e
cedentes,s e ˈ ð e n̪ t e s
cedentes,θ e ˈ ð e n̪ t e s
ceder,s e ˈ ð e ɾ
ceder,θ e ˈ ð e ɾ
cediendo,ˈ j e n̪ d o
cedilla,s e ˈ ð i ʝ a
cedilla,θ e ˈ ð i ʎ a
cedrino,s e ˈ ð ɾ i n o
cedrino,θ e ˈ ð ɾ i n o
cedro,ˈ s e ð ɾ o
cedro,ˈ θ e ð ɾ o
cedróleo,s e ˈ ð ɾ o l e o
cedróleo,θ e ˈ ð ɾ o l e o
cedrón,s e ˈ ð ɾ o n
cedrón,θ e ˈ ð ɾ o n
cedulaje,s e ð u ˈ l a x e
cedulaje,θ e ð u ˈ l a x e
cedular,s e ð u ˈ l a ɾ
cedular,θ e ð u ˈ l a ɾ
cedulario,s e ð u ˈ l a ɾ j o
cedulario,θ e ð u ˈ l a ɾ j o
cedulón,s e ð u ˈ l o n
cedulón,θ e ð u ˈ l o n
cefalalgia,θ e f a ˈ l a l ɡ j a
cefalea,s e f a ˈ l e a
cefalea,θ e f a ˈ l e a
cefalitis,s e f a ˈ l i t i s
cefalitis,θ e f a ˈ l i i t s
cefalorraquídeo,θ e f a l o r a ˈ k i ð e o
cefalotórax,s e f a l o ˈ t o ɾ a k s
cefalotórax,θ e f a l o ˈ t o ɾ a s
cefalálgico,s e f a ˈ l a l x i k o
cefalálgico,θ e f a ˈ l a l x i k o
cefalópodo,θ e f a ˈ l o p o ð o
cefear,s e f e ˈ a ɾ
cefear,θ e f e ˈ a ɾ
cefeida,θ e ˈ f e j ð a
cegajear,s e ɣ a x e ˈ a ɾ
cegajear,θ e ɣ a x e ˈ a ɾ
cegando,ˈ a n̪ d o
cegrí,s e ˈ ɣ ɾ i
cegrí,θ e ˈ ɣ ɾ i
cegríes,s e ˈ ɣ ɾ i e s
cegríes,θ e ˈ ɣ ɾ i e s
cegrís,s e ˈ ɣ ɾ i s
cegrís,θ e ˈ ɣ ɾ i s
ceguedad,s e ɣ e ˈ ð a ð
ceguedad,θ e ɣ e ˈ ð a ð
cegó,s e ˈ ɣ o
cegó,θ e ˈ ɣ o
ceilandesa,s e i l a n̪ ˈ d e s a
ceilandesas,s e i l a n̪ ˈ d e s a s
ceilandeses,s e i l a n̪ ˈ d e s e s
ceilanesa,s e i l a ˈ n e s a
ceilanesas,s e i l a ˈ n e s a s
ceilaneses,s e i l a ˈ n e s e s
ceja,ˈ s e x a
cejando,s e ˈ x a n̪ d o
cejando,θ e ˈ x a n̪ d o
cejar,θ e ˈ x a ɾ
cejijunta,s e x i ˈ x u n̪ t a
cejijunta,θ e x i ˈ x u n̪ t a
cejijuntas,s e x i ˈ x u n̪ t a s
cejijuntas,θ e x i ˈ x u n̪ t a s
cejijunto,s e x i ˈ x u n̪ t o
cejijunto,θ e x i ˈ x u n̪ t o
cejijuntos,s e x i ˈ x u n̪ t o s
cejijuntos,θ e x i ˈ x u n̪ t o s
cejilla,θ e ˈ x i ʎ a
celada,θ e ˈ l a ð a
celadamente,s e ˈ l a ð a ˈ m e n t e
celadamente,θ e ˈ l a ð a ˈ m e n t e
celebración,s e l e β ɾ a ˈ s j o n
celebración,θ e l e β ɾ a ˈ θ j o n
celebrando,ˈ a n̪ d o
celebrar,s e l e ˈ b ɾ a ɾ
celebrar,θ e l e ˈ b ɾ a ɾ
celebrero,s e l e ˈ β ɾ e ɾ o
celebrero,θ e l e ˈ β ɾ e ɾ o
celebridad,s e l e β r i ˈ ð a ð
celebridad,θ e l e β r i ˈ ð a ð
celebérrima,s e l e ˈ β e r i m a
celebérrima,θ e l e ˈ β e r i m a
celebérrimas,s e l e ˈ β e r i m a s
celebérrimas,θ e l e ˈ β e r i m a s
celebérrimos,s e l e ˈ β e r i m o s
celebérrimos,θ e l e ˈ β e r i m o s
celesta,s e ˈ l e s t a
celesta,θ e ˈ l e s t a
celeste,s e ˈ l e s t e
celeste,θ e ˈ l e s t e
celestes,s e ˈ l e s t e s
celestes,θ e ˈ l e s t e s
celestina,θ e l e s ˈ t i n a
celestino,θ e l e s ˈ t i n a
celiaquía,s e l i a ˈ k i a
celiaquía,θ e l i a ˈ k i a
celibato,θ e l i ˈ β a t o
cellisca,s e ˈ ʎ i s k a
cellisca,s e ˈ ʝ i s k a
cellisca,θ e ˈ ʎ i s k a
cellisca,θ e ˈ ʝ i s k a
cellisqueando,ˈ a n̪ d o
cellisquear,s e ʎ i s k e ˈ a ɾ
cellisquear,θ e ʎ i s k e ˈ a ɾ
celo,ˈ s e l o
celo,ˈ θ e l o
celofán,θ e l o ˈ f a n
celos,ˈ s e l o s
celotipia,s e l o ˈ t i p j a
celotipia,θ e l o ˈ t i p j a
celtas,ˈ θ e l t a s
celular,θ e l u ˈ l a ɾ
celulitis,θ e l u ˈ l i t i s
celuloide,θ e l u ˈ l o j ð e
celulosa,s e l u ˈ l o s a
celulosa,θ e l u ˈ l o s a
cema,ˈ s e m a
cema,ˈ θ e m a
cementerio,θ e m e n ˈ t e ɾ i o
cementero,s e m e n ˈ t e ɾ o
cementero,θ e m e n ˈ t e ɾ o
cena,ˈ s e n a
cenagal,θ e n a ˈ ɣ a l
cenando,ˈ a n̪ d o
cenar,s e ˈ n a ɾ
cenar,θ e ˈ n a ɾ
cenicienta,θ e n i ˈ θ j e n t a
cenit,θ e ˈ n i t
cenizas,s e ˈ n i s a s
cenizas,θ e ˈ n i θ a s
cenizo,s e ˈ n i s o
cenizo,θ e ˈ n i θ o
cenobita,s e n o ˈ β i t a
cenobita,θ e n o ˈ β i t a
cenobitas,s e n o ˈ β i t a s
cenobitas,θ e n o ˈ β i t a s
cenobítico,θ e n o ˈ β i t i k o
cenote,s e ˈ n o t e
cenozoico,s e n o ˈ s o j k o
cenozoico,θ e n o ˈ θ o j k o
censo,ˈ θ e n s o
censor,s e n ˈ s o ɾ
censor,θ e n ˈ s o ɾ
censoras,s e n ˈ s o ɾ a s
censoras,θ e n ˈ s o ɾ a s
censores,s e n ˈ s o ɾ e s
censores,θ e n ˈ s o ɾ e s
censurando,ˈ a n̪ d o
censurar,s e n s u ˈ ɾ a ɾ
censurar,θ e n s u ˈ ɾ a ɾ
centauro,θ e n ˈ t a w ɾ o
centenes,s e n̪ ˈ t e n e s
centenes,θ e n̪ ˈ t e n e s
centeno,θ e n ˈ t e n o
centilitro,θ e n t i ˈ l i t ɾ o
centolla,s e n ˈ t o ʎ a
centolla,s e n ˈ t o ʝ a
centolla,θ e n ˈ t o ʎ a
centolla,θ e n ˈ t o ʝ a
centollo,s e n ˈ t o ʎ o
centollo,s e n ˈ t o ʝ o
centollo,θ e n ˈ t o ʎ o
centollo,θ e n ˈ t o ʝ o
centración,θ e n t ɾ a ˈ θ j o n
central,θ e n ˈ t ɾ a l
centralismo,s e n t ɾ a ˈ l i s m o
centralismo,θ e n t ɾ a ˈ l i s m o
centralizando,ˈ a n̪ d o
centrando,ˈ a n̪ d o
centrifugadora,s e n̪ t ɾ i f u ɣ a ˈ ð o ɾ a
centrifugadora,θ e n̪ t ɾ i f u ɣ a ˈ ð o ɾ a
centro,s e n̪ t ɾ o
centro,θ e n̪ t ɾ o
centroafricana,s e n t ɾ o a f ɾ i ˈ k a n a
centroafricanas,s e n t ɾ o a f ɾ i ˈ k a n a s
centroamericana,s e n̪ t ɾ o a m e ɾ i ˈ k a n a
centroamericana,θ e n̪ t ɾ o a m e ɾ i ˈ k a n a
centroamericanas,s e n̪ t ɾ o a m e ɾ i ˈ k a n a s
centroamericanas,θ e n̪ t ɾ o a m e ɾ i ˈ k a n a s
centroamericano,s e n̪ t ɾ o a m e ɾ i ˈ k a n o
centroamericano,θ e n̪ t ɾ o a m e ɾ i ˈ k a n o
centroamericanos,s e n̪ t ɾ o a m e ɾ i ˈ k a n o s
centroamericanos,θ e n̪ t ɾ o a m e ɾ i ˈ k a n o s
centroizquierda,θ e n t ɾ o i θ ˈ k i e ɾ ð a
centros,ˈ s e n̪ t ɾ o s
centros,ˈ θ e n̪ t ɾ o s
centuplicando,ˈ a n̪ d o
centuplicar,s e n̪ t u p l i ˈ k a ɾ
centuplicar,θ e n̪ t u p l i ˈ k a ɾ
centuria,s e n ˈ t u ɾ j a
centuria,θ e n ˈ t u ɾ j a
centén,s e n̪ ˈ t e n
centén,θ e n̪ ˈ t e n
centésimo,s e n ˈ t e s i m o
centímetro,s e n ˈ t i m e t ɾ o
centímetro,θ e n ˈ t i m e t ɾ o
cenurosis,s e n u ˈ ɾ o s i s
cenurosis,θ e n u ˈ ɾ o s i s
ceo,ˈ s e o
ceo,ˈ θ e o
cepa,ˈ θ e p a
cepillando,ˈ a n̪ d o
cepillar,s e p i ˈ ʝ a ɾ
cepillar,θ e p i ˈ ʎ a ɾ
cepillarán,s e p i ʝ a ˈ ɾ a n
cepillarán,θ e p i ʎ a ˈ ɾ a n
cepillo,s e ˈ p i ʎ o
cepillo,θ e ˈ p i ʎ o
cepo,ˈ θ e p o
cequión,s e ˈ k j o n
cequión,θ e ˈ k j o n
cequí,s e ˈ k i
cequí,θ e ˈ k i
cera,ˈ s e ɾ a
ceratosaurio,θ e ɾ a t o ˈ s a u ɾ j o
cercandanza,s e r k a n̪ ˈ d a n s a
cercandanza,θ e r k a n̪ ˈ d a n̪ θ a
cercando,ˈ a n̪ d o
cercano,s e ɾ ˈ k a n o
cercano,θ e ɾ ˈ k a n o
cercanía,s e ɾ k a ˈ n i a
cercanía,θ e ɾ k a ˈ n i a
cercar,θ e ɾ ˈ k a ɾ
cercenando,ˈ a n̪ d o
cercenar,θ e ɾ θ e ˈ n a ɾ
cerciorando,ˈ a n̪ d o
cerciorar,θ e ɾ θ j o ˈ ɾ a ɾ
cerciorarse,θ e ɾ θ j o ˈ ɾ a ɾ s e
cerco,ˈ s e ɾ k o
cerda,ˈ θ e ɾ ð a
cerdo,s e ɾ ð o
cerdo,θ e ɾ ð o
cereal,s e ɾ e ˈ a l
cereal,θ e ɾ e ˈ a l
cereales,s e ɾ e ˈ a l e s
cereales,θ e ɾ e ˈ a l e s
cerebelo,θ e ɾ e ˈ β e l o
cerebral,θ e ɾ e ˈ β ɾ a l
cerebro,s e ˈ ɾ e β ɾ o
cerebro,θ e ˈ ɾ e β ɾ o
ceremonia,s e ɾ e ˈ m o n j a
ceremonia,θ e ɾ e ˈ m o n j a
cerería,s e ɾ e ˈ ɾ i a
cerería,θ e ɾ e ˈ ɾ i a
cererías,s e ɾ e ˈ ɾ i a s
cererías,θ e ɾ e ˈ ɾ i a s
cereza,θ e ˈ ɾ e θ a
ceriflor,s e ɾ i ˈ f l o ɾ
ceriflor,θ e r i ˈ f l o r
cerneja,s e ɾ ˈ n e x a
cerneja,θ e ɾ ˈ n e x a
cernidillo,θ e ɾ n i ˈ ð i ʎ o
cero,ˈ θ e ɾ o
cerradura,s e r a ˈ ð u ɾ a
cerradura,θ e r a ˈ ð u ɾ a
cerraduras,s e r a ˈ ð u ɾ a s
cerraduras,θ e r a ˈ ð u ɾ a s
cerrando,s e ˈ r a n d o
cerrando,θ e ˈ r a n d o
cerrar,s e ˈ r a ɾ
cerrar,θ e ˈ r a ɾ
cerrebojando,ˈ a n̪ d o
cerrebojar,θ e r e β o ˈ x a ɾ
cerril,s e ˈ r i l
cerril,θ e ˈ r i l
cerrojo,s e ˈ r o x o
cerrojo,θ e ˈ r o x o
cerrojos,s e ˈ r o x o s
cerrojos,θ e ˈ r o x o s
certamen,θ e ɾ ˈ t a m e n
certeramente,s e ɾ ˈ t e ɾ a ˈ m e n̪ t e
certeramente,θ e ɾ ˈ t e ɾ a ˈ m e n̪ t e
certero,s e ɾ ˈ t e ɾ o
certería,s e ɾ t e ˈ ɾ i a
certería,θ e ɾ t e ˈ ɾ i a
certeza,θ e ɾ ˈ t e θ a
certificadas,s e ɾ t i f i ˈ k a ð a s
certificadas,θ e ɾ t i f i ˈ k a ð a s
certificando,ˈ a n̪ d o
certificar,θ e ɾ t i f i ˈ k a ɾ
certísima,s e ɾ ˈ t i s i m a
certísima,θ e ɾ ˈ t i s i m a
certísimas,s e ɾ ˈ t i s i m a s
certísimas,θ e ɾ ˈ t i s i m a s
certísimo,s e ɾ ˈ t i s i m o
certísimo,θ e ɾ ˈ t i s i m o
certísimos,s e ɾ ˈ t i s i m o s
certísimos,θ e ɾ ˈ t i s i m o s
cervantesca,s e ɾ β a n̪ ˈ t e s k a
cervantesca,θ e ɾ β a n̪ ˈ t e s k a
cervantescas,s e ɾ β a n̪ ˈ t e s k a s
cervantescas,θ e ɾ β a n̪ ˈ t e s k a s
cervantesco,s e ɾ β a n̪ ˈ t e s k o
cervantesco,θ e ɾ β a n̪ ˈ t e s k o
cervantescos,s e ɾ β a n̪ ˈ t e s k o s
cervantescos,θ e ɾ β a n̪ ˈ t e s k o s
cerveza,s e ɾ ˈ β e s a
cerveza,θ e ɾ ˈ β e θ a
cervezas,s e ɾ ˈ β e s a s
cervezas,θ e ɾ ˈ β e θ a s
cesando,ˈ a n̪ d o
cesante,s e ˈ s a n̪ t e
cesante,θ e ˈ s a n̪ t e
cesar,s e ˈ s a ɾ
cesar,θ e ˈ s a ɾ
cesarense,s e s a ˈ ɾ e n s e
cesarense,θ e s a ˈ ɾ e n s e
cesarenses,s e s a ˈ ɾ e n s e s
cesarenses,θ e s a ˈ ɾ e n s e s
cesarismo,s e s a ˈ ɾ i s m o
cesarismo,θ e s a ˈ ɾ i s m o
cesio,ˈ s e s j o
cesiones,s e ˈ s j o n e s
cesiones,θ e ˈ s j o n e s
cesión,s e ˈ s j o n
cesión,θ e ˈ s j o n
cespitoso,s e s p i ˈ t o s o
cespitoso,θ e s p i ˈ t o s o
cesta,ˈ s e s t a
cesta,ˈ θ e s t a
cestas,ˈ s e s t a s
cestas,ˈ θ e s t a s
cesto,s e s t o
cesto,ˈ θ e s t o
cetrero,s e ˈ t ɾ e ɾ o
cetrero,θ e ˈ t ɾ e ɾ o
cetrería,s e t ɾ e ˈ ɾ i a
cetrería,θ e t ɾ e ˈ ɾ i a
cetrinidad,s e t ɾ i n i ˈ ð a ð
cetrinidad,θ e t ɾ i n i ˈ ð a ð
cetrino,s e ˈ t ɾ i n o
cetrino,θ e ˈ t ɾ i n o
cetro,ˈ s e t ɾ o
cetro,ˈ θ e t ɾ o
ceutí,s e w ˈ t i
ceutí,θ e w ˈ t i
ceutíes,s e w ˈ t i e s
ceutíes,θ e w ˈ t i e s
ceutís,s e w ˈ t i s
ceutís,θ e w ˈ t i s
ceñir,s e ˈ ɲ i ɾ
ceñir,θ e ˈ ɲ i ɾ
ceñirse,s e ˈ ɲ i ɾ s e
ceñirse,θ e ˈ ɲ i ɾ s e
cfc,θ e e f e ˈ θ e
cfdi,s e e f e d e ˈ i
cfdi,θ e e f e d e ˈ i
ch,ˈ t ʃ e
chabacano,t ʃ a β a k a ˈ n o
chabola,t ʃ a ˈ β o l a
chabolas,t ʃ a ˈ β o l a s
chabón,t ʃ a ˈ β o n
chacalele,t ʃ a k a ˈ l e l e
chacarero,t ʃ a k a ˈ ɾ e ɾ o
chacarruscando,ˈ a n̪ d o
chachahuanteco,t ʃ a t ʃ a w a n ˈ t e k o
chacolí,t ʃ a k o ˈ l i
chacota,t ʃ a ˈ k o t a
chacoteando,ˈ a n̪ d o
chacotear,t ʃ a k o t e ˈ a ɾ
chacuaco,t ʃ a ˈ k w a k o
chacó,t ʃ a ˈ k o
chadiana,t ʃ a ˈ ð j a n a
chadianas,t ʃ a ˈ ð j a n a s
chafando,ˈ a n̪ d o
chafarote,t ʃ a f a ˈ ɾ o t e
chahua,ˈ t ʃ a w a
chaigüe,ˈ t ʃ a j ɣ w e
chaira,ˈ t ʃ s a j ɾ a
chajaes,t ʃ a ˈ x a e s
chajá,t ʃ a ˈ x a
chajás,t ʃ a ˈ x a e s
chal,ˈ t ʃ a l
chala,ˈ t ʃ a l a
chalana,t ʃ a ˈ l a n a
chalando,ˈ a n̪ d o
chalar,t ʃ a ˈ l a ɾ
chalarosis,t ʃ a l a ˈ ɾ o s i s
chale,ˈ t ʃ a l e
chaleca,t ʃ a ˈ l e k a
chaleco,t ʃ a ˈ l e k o
chalilo,t ʃ a ˈ l i l o
chalilón,t ʃ a l i ˈ l o n
chalupa,t ʃ a ˈ l u p a
chalán,t ʃ a ˈ l a n
chamaca,t ʃ a ˈ m a k a
chamaco,t ʃ a ˈ m a k o
chamagoso,t ʃ a m a ˈ ɣ o s o
chamal,t ʃ a ˈ m a l
chamales,t ʃ a ˈ m a l e s
chamalto,t ʃ a ˈ m a l t o
chamanto,t ʃ a ˈ m a n t o
chamaquear,t ʃ a ˈ m a k e ˈ a ɾ
chamba,t ʃ a m b a
chambado,t ʃ a m ˈ b a ð o
chambeando,ˈ a n̪ d o
chambelán,t ʃ a m b e ˈ l a n
chambergo,t ʃ a m ˈ b e ɾ ɣ o
chambonamente,t ʃ a m ˈ b o n a ˈ m e n̪ t e
chamboneando,ˈ a n̪ d o
chambrana,t ʃ a m ˈ b ɾ a n a
chamizando,ˈ a n̪ d o
chamo,ˈ t ʃ a m o
chamorraríais,t ʃ a m o r a ˈ ɾ i a j s
champar,t ʃ a m ˈ p a ɾ
champas,ˈ t ʃ a m p a s
champaña,t ʃ a m ˈ p a ɲ a
champeando,ˈ a n̪ d o
champear,t ʃ a m p e ˈ a ɾ
champeta,t ʃ a m ˈ p e t a
champetas,t ʃ a m ˈ p e t a s
champetuda,t ʃ a m p e ˈ t u ð a
champetudas,t ʃ a m p e ˈ t u ð a s
champetudo,t ʃ a m p e ˈ t u ð o
champetudos,t ʃ a m p e ˈ t u ð o s
champetúo,t ʃ a m p e ˈ t u o
champiñones,t ʃ a m p i ˈ ɲ o n e s
champiñón,t ʃ a m p i ˈ ɲ o n
champola,t ʃ a m ˈ p o l a
champolas,t ʃ a m ˈ p o l a s
champuda,t ʃ a m ˈ p u ð a
champudas,t ʃ a m ˈ p u ð a s
champudo,t ʃ a m ˈ p u ð o
champudos,t ʃ a m ˈ p u ð o s
champuz,t ʃ a m ˈ p u s
champuz,t ʃ a m ˈ p u θ
champú,t ʃ a m ˈ p u
chamuchina,t ʃ a m u ˈ t ʃ i n a
chamuco,t ʃ a ˈ m u k o
chamullando,ˈ a n̪ d o
chamullar,t ʃ a m u ˈ ʝ a ɾ
chamullento,t ʃ a m u ˈ ʝ e n t o
chamullero,t ʃ a m u ˈ ʎ e ɾ o
chamullero,t ʃ a m u ˈ ʝ e ɾ o
chamullo,t ʃ a ˈ m u ʝ o
chamuscando,ˈ a n̪ d o
chamuscar,t ʃ a m u s ˈ k a ɾ
chamuyando,ˈ a n̪ d o
chamuyar,t ʃ a m u ˈ ʝ a ɾ
chamuyero,t ʃ a m u ˈ ʝ e ɾ o
chancaca,t ʃ a ŋ ˈ k a k a
chancando,ˈ a n̪ d o
chancar,t ʃ a ŋ ˈ k a ɾ
chancha,ˈ t ʃ a n t ʃ a
chanchada,t ʃ a n ˈ t ʃ a ð a
chanchito,t ʃ a n ˈ t ʃ i t o
chancho,ˈ t ʃ a ɲ t ʃ o
chanchullo,t ʃ a ɲ ˈ t ʃ u ʎ o
chancla,ˈ t ʃ a ŋ k l a
chancleta,t ʃ a ŋ ˈ k l e t a
chancro,ˈ t ʃ a n k ɾ o
chandi,ˈ t ʃ a n d i
chaneque,t ʃ a ˈ n e k e
changaneando,ˈ a n̪ d o
changle,ˈ t ʃ a ŋ ɡ l e
chango,ˈ t ʃ a ŋ ɡ o
changuero,t ʃ a ŋ ˈ ɡ e ɾ o
changuito,t ʃ a ŋ ˈ ɣ i t o
chanta,ˈ t ʃ a n̪ t a
chantaje,t ʃ a n ˈ t a x e
chantajeando,ˈ a n̪ d o
chantapufi,t ʃ a n t a ˈ p u f i
chanza,ˈ t ʃ a n s a
chanza,ˈ t ʃ a n θ a
chapa,ˈ t ʃ a p a
chapalapachala,t ʃ a p a l a p a ˈ t ʃ a l a
chapaleando,ˈ a n̪ d o
chapalear,t ʃ a p a l e ˈ a ɾ
chapalel,t ʃ a p a ˈ l e l
chapalele,t ʃ a p a ˈ l e l e
chapando,ˈ a n̪ d o
chapar,t ʃ a ˈ p a ɾ
chaparro,t ʃ a ˈ p a r o
chapecando,ˈ a n̪ d o
chapela,t ʃ a ˈ p e l a
chapeos,t ʃ a ˈ p e o s
chapero,t ʃ a ˈ p e ɾ o
chapescando,ˈ a n̪ d o
chapicando,ˈ a n̪ d o
chapiscando,ˈ a n̪ d o
chapoteando,ˈ a n̪ d o
chapucera,t ʃ a p u ˈ s e ɾ a
chapucera,t ʃ a p u ˈ θ e ɾ a
chapuceras,t ʃ a p u ˈ s e ɾ a s
chapuceras,t ʃ a p u ˈ θ e ɾ a s
chapucero,t ʃ a p u ˈ s e ɾ o
chapucero,t ʃ a p u ˈ θ e ɾ o
chapullaré,t ʃ a p u ʎ a ˈ ɾ e
chapullaré,t ʃ a p u ʝ a ˈ ɾ e
chapulín,t ʃ a p u ˈ l i n
chapurrada,t ʃ a p u ˈ r a ð a
chapuscando,ˈ a n̪ d o
